frequency_rank,character,pinyin,definition,radical,radical_code,stroke_count,hsk_levl,general_standard_num
4183,闰,rùn,"intercalary; extra, surplus",門,169.4,7,6,845
4184,洄,huí,a back-water; an eddy a whirlpool,水,85.6,9,6,4337
4185,煊,xuān,warm,火,86.9,13,6,5563
4186,汐,xī,"night tides, evening ebb tide",水,85.3,6,6,3625
4187,藓,xiǎn,"moss, lichen",艸,140.14,17,6,6210
4188,璜,huáng,a semicircular jade ornament used as a pendant,玉,96.12,15,6,5852
4189,铬,gè,chromium,金,167.6,11,6,4880
4190,經,jīng,classic works; pass through,糸,120.7,13,6,10008
4191,渥,wò,"moisten, soak; great, deep; dye; to enrich",水,85.9,12,6,5291
4192,靼,dá,tartars,革,177.5,14,6,5646
4193,酗,xù,"drunk, to become violent under the influence of alcohol",酉,164.4,11,6,2237
4194,苓,líng,"fungus, tuber; licorice",艸,140.5,8,6,3865
4195,噤,jìn,"close; be silent, be unable speak",口,30.13,16,6,6089
4196,咫,zhǐ,foot measure of Zhou dynasty,口,30.6,9,6,4376
4197,椿,chūn,father; a plant with white flowers,木,75.9,13,6,2862
4198,鲫,jì,"Carassius auratus, crucian carp",魚,195.7,15,6,3277
4199,锭,dìng,"spindle, slab, cake, tablet",金,167.8,13,6,5491
4200,罔,wǎng,net; deceive; libel; negative,网,122.3,8,6,3938
4201,锺,zhōng,"cup, glass, goblet; surname",金,167.9,14,6,7679
4202,匍,pú,crawl; lie prostrate,勹,20.7,9,6,4290
4203,祗,zhī,"respect, look up to, revere",示,113.5,9,6,4369
4204,锰,měng,manganese,金,167.8,13,6,2945
4205,岌,jí,"perilous, hazardous; high, steep",山,46.4,6,6,3593
4206,馀,yú,"surplus, excess, remainder",食,184.7,10,6,10009
4207,畹,wǎn,Wan,田,102.8,13,6,5464
4208,糯,nuò,"glutinous rice; glutinous, sticky",米,119.14,20,6,3485
4209,胫,jìng,shinbone; calf of leg,肉,130.5,9,6,4288
4210,熠,yì,bright and sparkling,火,86.11,15,6,5996
4211,銮,luán,bells hung on horse; bells hung,金,167.6,14,6,5778
4212,沅,yuán,name of a river in western Hunan that flows into Dongting lake,水,85.4,7,6,3767
4213,棣,dì,"kerria japonica plant, cherry",木,75.8,12,6,5104
4214,旌,jīng,banner or flag adorned with feathers; to signal,方,70.7,11,6,4942
4215,豌,wān,peas,豆,151.8,15,6,3220
4216,孢,bāo,spore,子,39.5,8,6,4061
4217,镭,léi,radium,金,167.13,18,6,6345
4218,驸,fù,extra horse; imperial son-in-law,馬,187.5,8,6,4078
4219,腌,yān,"salt, pickle; be dirty",肉,130.8,12,6,5228
4220,盹,dǔn,to doze; to nap; to nod,目,109.4,9,6,1478
4221,熵,shāng,entropy,火,86.11,15,6,5995
4222,镐,gǎo,stove; bright,金,167.1,15,6,3257
4223,馐,xiū,"food, meal; eat; offer",食,184.11,13,6,5537
4224,嘤,yīng,seek friends; also used in onomatopoetic expressions,口,30.11,14,6,5719
4225,癞,lài,"leprosy, scabies, mange; shoddy",疒,104.13,18,6,6356
4226,骰,tóu,"die, dice",骨,188.4,13,6,5481
4227,韭,jiǔ,"scallion, leek; radical 179",韭,179,9,6,1466
4228,阖,hé,"close; whole, entire; all; leaf",門,169.1,13,6,5552
4229,瞑,míng,close eyes,目,109.1,15,6,5904
4230,裨,bì,"aid, benefit, help; supplement",衣,145.8,13,6,5598
4231,宕,dàng,stone quarry; cave dwelling,宀,40.5,8,6,4035
4232,戾,lì,"perverse, recalcitrant, rebellious",戶,63.4,8,6,4042
4233,镌,juān,"engraving tool; carve, engrave",金,167.1,15,6,5948
4234,溟,míng,"drizzling rain; dark, obscure",水,85.1,13,6,5586
4235,牍,dú,"writing tablet; documents, books",片,91.8,12,6,5211
4236,隽,juàn,"superior, outstanding, talented",隹,172.2,10,6,4575
4237,婊,biǎo,"whore, prostitute",女,38.8,11,6,5017
4238,鹄,gǔ,target,鳥,196.7,12,6,5199
4239,埂,gěng,ditches for irrigation; hole,土,32.7,10,6,1784
4240,拄,zhǔ,lean on; post; prod; ridicule,手,64.5,8,6,979
4241,娲,wā,"a goddess, the mythological sister and successor to Fuxi",女,38.7,10,6,4691
4242,虬,qiú,young dragon,虫,142.1,7,6,3707
4243,萱,xuān,"day-lily, hemerocallisflava",艸,140.9,12,6,5091
4244,啵,bo,phonetic,口,30.8,11,6,4849
4245,蠡,lí,wood-boring insect; bore into wood,虫,142.15,21,6,6463
4246,芋,yù,taro,艸,140.3,6,6,370
4247,胭,yān,"rouge, cosmetics",肉,130.6,10,6,4592
4248,豺,chái,"wolf; cruel, wicked, mean",豸,153.3,10,6,1988
4249,啻,chì,"only, merely; just like; stop at",口,30.9,12,6,5263
4250,褛,lǚ,"lapel, collar; tattered, threadbare",衣,145.9,14,6,5822
4251,蛆,qū,maggots,虫,142.5,11,6,4834
4252,柠,níng,lemon,木,75.5,9,6,1438
4253,掰,bāi,"(Cant.) to tear, to rip",手,64.8,12,6,2668
4254,篆,zhuàn,"seal script; seal, official stamp",竹,118.9,15,6,5959
4255,倌,guān,"assistant in wine shop, groom",人,9.8,10,6,4576
4256,咛,níng,"enjoin, instruct; charge",口,30.5,8,6,3918
4257,蛭,zhì,leech,虫,142.6,12,6,5144
4258,谡,sù,rise up; raise up,言,149.1,12,6,5312
4259,荨,xún,nettle,艸,140.6,9,6,4132
4260,莞,guǎn,"smiling; a kind of aquatic herb, clubrush, Scirpus lacustris",艸,140.7,10,6,4443
4261,澹,dàn,"calm, quiet, tranquil",水,85.13,16,6,6178
4262,纭,yún,"confused, in disorder; numerous",糸,120.4,7,6,3821
4263,潞,lù,river in northern china,水,85.12,16,6,6176
4264,郅,zhì,to go up to. flourishing a superlative,邑,163.6,8,6,3894
4265,弋,yì,"catch, arrest; shoot with bow",弋,56,3,6,3504
4266,飕,sōu,sound of wind; blow chilly,風,182.1,13,6,5534
4267,螳,táng,mantis,虫,142.11,17,6,6234
4268,胄,zhòu,"helmet, headpiece; descendant",肉,130.5,9,6,4208
4269,蟑,zhāng,cockroach,虫,142.11,17,6,6235
4270,猥,wěi,"vulgar, low, cheap; wanton; obscene",犬,94.9,12,6,5241
4271,宓,mì,"quiet, silent; in good health",宀,40.5,8,6,4037
4272,昙,tán,"become cloudy, overcast",日,72.4,8,6,3898
4273,锏,jiǎn,kind of rapier,金,167.7,12,6,5186
4274,蟠,pán,"coil; coiling, curling; occupy",虫,142.12,18,6,6337
4275,過,guò,"pass, pass through, go across",辵,162.9,11,6,10010
4276,柑,gān,"tangerine, loose-skinned orange",木,75.5,9,6,1426
4277,烯,xī,alkene,火,86.7,11,6,4957
4278,匐,fú,fall prostrate; crawl,勹,20.9,11,6,4924
4279,濮,pú,county in Henan province,水,85.14,17,6,6294
4280,蟮,shàn,type of earthworm,虫,142.12,18,6,6338
4281,祐,yòu,"divine intervention, protection",示,113.5,9,6,6905
4282,仄,zè,"slanting, oblique; oblique tones",人,9.2,4,6,3513
4283,偈,jì,brave; martial; hasty; scudding,人,9.9,11,6,4907
4284,蜃,shèn,marine monster which can change its shape; water spouts; clams,虫,142.7,13,6,5416
4285,箴,zhēn,"needle, probe; admon",竹,118.9,15,6,5955
4286,粼,lín,Lin,米,119.8,14,6,5793
4287,嗥,háo,"roar, call out, wail; bark, yelp",口,30.1,13,6,5468
4288,褴,lán,"ragged, tattered, threadbare",衣,145.1,15,6,6011
4289,蕨,jué,"pteris aquilina, common bracken",艸,140.12,15,6,5875
4290,蓟,jì,"circium, thistles; surname",艸,140.1,13,6,5380
4291,圩,wéi,"dike, embankment",土,32.3,6,6,3568
4292,孪,luán,twins,子,39.6,9,6,4303
4293,杳,yǎo,"obscure, dark, mysterious, deep",木,75.4,8,6,3877
4294,魇,yǎn,"nightmare, bad dreams",鬼,194.6,15,6,5893
4295,荤,hūn,meat diet; strong smelling,艸,140.6,9,6,1416
4296,诿,wěi,"pass buck, lay blame on others",言,149.8,10,6,4674
4297,簪,zān,"hairpin, clasp; wear in hair",竹,118.12,18,6,6349
4298,氲,yūn,life giving influences of nature; spirit of harmony; prosperity,气,84.1,13,6,5494
4299,摞,luò,to pile up,手,64.11,14,6,5634
4300,飒,sà,the sound of the wind; bleak; melancholy,風,182.5,9,6,4315
4301,镂,lòu,"carve, inlay, engrave, tattoo",金,167.9,14,6,5740
4302,舀,yǎo,"dip, ladle; ladle",臼,134.4,10,6,1986
4303,夙,sù,"early in morning, dawn; previous",夕,36.3,6,6,3614
4304,臧,zāng,"good, right, generous; command",臣,131.8,14,6,5681
4305,蒿,hāo,"mugwort, artemisia; give off",艸,140.1,13,6,5382
4306,貂,diāo,"marten, sable, mink",豸,153.5,12,6,5226
4307,蜥,xī,lizard,虫,142.8,14,6,5705
4308,蹩,bié,to limp,足,157.12,18,6,6361
4309,噼,pī,"child's buttocks, onomym crack, slap, clap, clatter, etc",口,30.13,16,6,6108
4310,钛,tài,titanium,金,167.4,9,6,4240
4311,钚,bù,plutonium,金,167.4,9,6,4239
4312,獾,huān,the badger,犬,94.18,20,6,6445
4313,濂,lián,a waterfall; a river in Hunan,水,85.13,16,6,6181
4314,铠,kǎi,"armor, chain mail",金,167.6,11,6,4870
4315,皙,xī,white; kind of date,白,106.8,13,6,5401
4316,霭,ǎi,"cloudy sky, haze; calm, peaceful",雨,173.11,19,6,6379
4317,鲈,lú,"sea perch, sea bass",魚,195.5,13,6,5528
4318,叵,pǒ,"cannot, be unable do, improbable; thereupon",口,30.2,5,6,3533
4319,霾,mái,"misty, foggy; dust storm",雨,173.14,22,6,6468
4320,泯,mǐn,"destroy, eliminate; perish",水,85.5,8,6,4022
4321,碴,chá,chipped edge of a container,石,112.9,14,6,5677
4322,鸵,tuó,ostrich,鳥,196.5,10,6,2008
4323,峪,yù,"valley, ravine",山,46.7,10,6,4524
4324,饕,tāo,"gluttonous, greedy, covetous",食,184.13,22,6,6470
4325,瘁,cuì,"feel tired, be weary, be worn out",疒,104.8,13,6,5545
4326,睢,suī,"gaze at, stare at; uninhibited",目,109.8,13,6,5437
4327,鬃,zōng,mane; neck bristles,髟,190.8,18,6,6313
4328,迩,ěr,"be near, be close; recently",辵,162.5,8,6,3983
4329,纣,zhòu,name of an emperor; saddle part,糸,120.3,6,6,3645
4330,夔,kuí,one-legged monster; walrus,夊,35.19,21,6,6457
4331,垠,yín,"boundary, bank of stream or river",土,32.6,9,6,4107
4332,饨,tún,stuffed dumplings,食,184.4,7,6,3750
4333,榭,xiè,"kiosk, pavilion",木,75.1,14,6,5664
4334,隍,huáng,"dry ditch, dry moat",阜,170.9,11,6,5014
4335,娑,suō,"dance, frolic; lounge; saunter",女,38.7,10,6,4648
4336,篝,gōu,bamboo basket; bamboo frame,竹,118.1,16,6,6124
4337,榔,láng,betel-nut tree,木,75.9,12,6,2578
4338,洌,liè,clear,水,85.6,9,6,4334
4339,浜,bāng,"creek, stream; beach, sea coast",水,85.7,10,6,4655
4340,鲑,guī,salmon; spheroides vermicularis,魚,195.6,14,6,5768
4341,谔,è,"honest speech, straightforward",言,149.9,11,6,5003
4342,汩,gǔ,run swiftly,水,85.4,7,6,3773
4343,浣,huàn,"to wash, to rinse",水,85.7,10,6,4657
4344,舐,shì,lick with tongue,舌,135.4,10,6,4552
4345,瞭,liǎo,"bright, clear; clear-sighted",目,109.12,17,6,3401
4346,忻,xīn,"delightful, joyful, pleasant",心,61.4,7,6,3789
4347,咻,xiū,shout,口,30.6,9,6,4218
4348,鹑,chún,quail; Turnix species (various),鳥,196.8,13,6,5538
4349,唑,zuò,(chem.) azole,口,30.7,10,6,4519
4350,懋,mào,"splendid, grand, majestic",心,61.13,17,6,6214
4351,皎,jiǎo,"white; bright, brilliant; clear",白,106.6,11,6,4912
4352,诒,yí,"bequeath, pass on to future generations",言,149.5,7,6,3800
4353,麾,huī,"a pennant, flag, banner; to signal to",麻,200.4,15,6,5980
4354,辏,còu,hubs of wheel; converge around,車,159.9,13,6,5425
4355,氐,dī,name of an ancient tribe,氏,83.1,5,6,3548
4356,冽,liè,"cold and raw; pure, clear",冫,15.6,8,6,3994
4357,箕,jī,"sieve; dust pan, garbage bag",竹,118.8,14,6,3120
4358,俚,lǐ,"rustic, vulgar, unpolished; mean",人,9.7,9,6,4264
4359,汴,biàn,name of a river in Henan; Henan,水,85.4,7,6,3778
4360,宸,chén,imperial; imperial palace,宀,40.7,10,6,4665
4361,芍,sháo,peony; water chestnuts,艸,140.3,6,6,3579
4362,捱,ái,"put off, procrastinate; endure",手,64.8,11,6,10011
4363,摈,bìn,"exclude, expel, reject; usher",手,64.1,13,6,5362
4364,摺,zhé,"fold, bend; twisted, curved",手,64.11,14,6,10012
4365,簦,dēng,"large umbrella with a long handle, used for street stalls",竹,118.12,18,6,10013
4366,箔,bó,reed screen; frame for growing silkworms,竹,118.8,14,6,5750
4367,咝,sī,hiss; call to come; syllable,口,30.5,8,6,3922
4368,孀,shuāng,widow,女,38.17,20,6,6446
4369,怏,yàng,"discontented, dispirited, sad",心,61.5,8,6,4029
4370,谝,piǎn,"brag, boast; quibble",言,149.9,11,6,5009
4371,砧,zhēn,anvil; flat stone; exe,石,112.5,10,6,4476
4372,馕,náng,bread (persian naan),食,184.22,25,6,6497
4373,耄,mào,"elderly person; very old, senile",老,125.4,10,6,4420
4374,罂,yīng,long necked jar or bottle,缶,121.8,14,6,5729
4375,漕,cáo,transport by water; canal transportation,水,85.11,14,6,5801
4376,沣,fēng,river in Shanxi province,水,85.4,7,6,3766
4377,栾,luán,name of tree; a part of cornice,木,75.6,10,6,4611
4378,榘,jǔ,Ju,木,75.9,13,6,10014
4379,烷,wán,alkane,火,86.7,11,6,4961
4380,榷,què,"footbridge; toll, levy; monopoly",木,75.1,14,6,5670
4381,俑,yǒng,wooden figure buried with dead,人,9.7,9,6,4266
4382,沱,tuó,"rivers, streams, waterways; flow",水,85.5,8,6,4021
4383,缜,zhěn,"detailed, fine; closely woven",糸,120.1,13,6,5611
4384,鹫,jiù,"condor, vulture",鳥,196.12,17,6,6285
4385,蛳,sī,kind of snail with spiral shell,虫,142.6,12,6,5145
4386,剽,piāo,"rob, plunder; slice off; fast",刀,18.11,13,6,5410
4387,衢,qú,"highway; thoroughfare, intersection",行,144.18,24,6,6489
4388,泗,sì,mucous; nasal flow; sniffle; river in Shandong,水,85.5,8,6,4015
4389,臊,sāo,"rank; rancid; frowzy, fetid; bashful",肉,130.13,17,6,3423
4390,瘴,zhàng,malaria pestilential vapors,疒,104.11,16,6,6158
4391,酚,fēn,carbolic acid; phenol,酉,164.4,11,6,4787
4392,纾,shū,"loosen, relax, relieve; extricate",糸,120.4,7,6,3825
4393,晁,cháo,"morning, dawn; surname",日,72.6,10,6,4501
4394,孛,bèi,comet,子,39.4,7,6,3683
4395,炀,yáng,roast; scorch; melt; flame,火,86.3,7,6,3765
4396,叁,sān,three anti-fraud numeral banking,厶,28.6,8,6,1333
4397,憩,qì,"rest, take rest",心,61.12,16,6,6122
4398,掬,jū,to grasp or hold with both hands,手,64.8,11,6,4731
4399,椤,luó,tree,木,75.8,12,6,5098
4400,啮,niè,"bite, gnaw",口,30.8,11,6,4829
4401,畿,jī,imperial domain; area near capital,田,102.1,15,6,6025
4402,掸,dǎn,to dust; a duster,手,64.8,11,6,4737
4403,镣,liào,fetters,金,167.12,17,6,6247
4404,骁,xiāo,"excellent horse; brave, valiant",馬,187.6,9,6,4394
4405,椽,chuán,"beams, rafters, supports",木,75.9,13,6,5408
4406,侗,dòng,"big; ignorant; rude, rustic",人,9.6,8,6,3957
4407,滦,luán,river and county in Hebei province,水,85.1,13,6,5582
4408,荩,jìn,a kind of weed; faithfulness,艸,140.6,9,6,4133
4409,泓,hóng,"clear, deep pool of water",水,85.5,8,6,4023
4410,蚱,zhà,grasshopper; (edible) locust; cicada,虫,142.5,11,6,4838
4411,癜,diàn,erythema,疒,104.13,18,6,6358
4412,酯,zhǐ,ester,酉,164.6,13,6,5414
4413,體,tǐ,"body; group, class, body, unit",骨,188.13,22,6,10015
4414,癸,guǐ,10th heavenly stem,癶,105.4,9,6,1748
4415,蚜,yá,"plant louse, aphids",虫,142.4,10,6,4508
4416,扪,mén,"stoke, pat, feel by hand, grope",手,64.3,6,6,3575
4417,庑,wǔ,"corridor, hallway; luxuriant",广,53.4,7,6,3756
4418,歆,xīn,"like, admire; willingly, gladly; to quicken",欠,76.9,13,6,5549
4419,蝮,fù,"venomous snake, viper",虫,142.9,15,6,5924
4420,蹶,jué,"stumble, fall down; trample",足,157.12,19,6,6384
4421,弈,yì,Chinese chess,廾,55.6,9,6,4305
4422,庋,guǐ,a cupboard or pantry to store,广,53.4,7,6,3757
4423,喟,kuì,"heave sigh, sigh",口,30.9,12,6,5153
4424,滂,pāng,torrential; voluminous,水,85.1,13,6,5584
4425,啕,táo,wail,口,30.8,11,6,4843
4426,蛎,lì,oyster,虫,142.5,11,6,4833
4427,獭,tǎ,otter,犬,94.13,16,6,6148
4428,槁,gǎo,"wither; withered, rotten, dead",木,75.1,14,6,5667
4429,翊,yì,"flying; assist, help; respect",羽,124.5,11,6,4941
4430,龊,chuò,"narrow, small; dirty",齒,211.7,15,6,5900
4431,邺,yè,Ye,邑,163.5,7,6,3696
4432,莘,shēn,long; numerous; a marsh plant whose root is used for medicine,艸,140.7,10,6,4441
4433,燮,xiè,"harmonize, blend; adjust",火,86.13,17,6,6284
4434,剁,duò,"chop by pounding, mince, hash",刀,18.6,8,6,3982
4435,觐,jìn,have imperial audience,見,147.11,15,6,5870
4436,铛,dāng,frying pan; warming vessel,金,167.6,11,6,2304
4437,谗,chán,"slander, defame, misrepresent",言,149.9,11,6,5006
4438,镍,niè,nickel,金,167.1,15,6,5949
4439,臃,yōng,swell up; swelling; fat,肉,130.13,17,6,6275
4440,墒,shāng,wet tilth,土,32.11,14,6,5640
4441,晔,yè,bright; radiant; thriving,日,72.6,10,6,6989
4442,燔,fán,to roast; to burn,火,86.12,16,6,6172
4443,嘭,pēng,"syllable; (Cant.) to chase, drive away",口,30.12,15,6,5905
4444,涿,zhuō,"drip, dribble, trickle",水,85.8,11,6,4969
4445,醯,xī,vinegar; pickle; acid,酉,164.12,19,6,6376
4446,箩,luó,bamboo basket,竹,118.8,14,6,3122
4447,鄱,pó,county and lake in Jiangxi,邑,163.12,14,6,5765
4448,睨,nì,"look askance at, glare at; squint",目,109.8,13,6,5436
4449,诤,zhēng,to expostulate; to remonstrate,言,149.6,8,6,4056
4450,坳,ào,"a hollow in the ground, a cavity, depression; undulating, depressed",土,32.5,8,6,3852
4451,鹭,lù,"heron, egret; Ardea species (various)",鳥,196.13,18,6,6334
4452,砷,shēn,arsenic,石,112.5,10,6,4477
4453,唏,xī,weep or sob; grieve,口,30.7,10,6,4517
4454,伲,nì,we (Shanghai dialect),人,9.5,7,6,6605
4455,猬,wèi,"vulgar; wanton; low; many; varied; a hedgehog, porcupine",犬,94.9,12,6,2719
4456,琥,hǔ,jewel in shape of tiger; amber,玉,96.8,12,6,5048
4457,殁,mò,die; death; dead,歹,78.4,8,6,3891
4458,蚩,chī,"worm; ignorant, rustic; laugh",虫,142.4,10,6,4685
4459,泾,jīng,name of a river,水,85.5,8,6,4024
4460,缥,piāo,light blue silk; dim; misty,糸,120.11,14,6,5842
4461,殓,liàn,dress corpse for burial,歹,78.7,11,6,4803
4462,鳅,qiū,loach,魚,195.9,17,6,6280
4463,氰,qíng,cyanogen; ethane dinitrile,气,84.8,12,6,5193
4464,诋,dǐ,"slander, comdemn, reproach",言,149.5,7,6,3797
4465,刍,chú,"mow, cut grass; hay, fodder",彐,58.2,5,6,3550
4466,芷,zhǐ,"angelica, type of iris",艸,140.4,7,6,3665
4467,嶙,lín,precipitous,山,46.12,15,6,5941
4468,逅,hòu,meet unexpectedly,辵,162.6,9,6,4268
4469,舫,fǎng,"fancy boat, yacht",舟,137.4,10,6,4585
4470,呓,yì,Talk in sleep,口,30.4,7,6,3700
4471,唰,shuā,"swish, rustle",口,30.8,11,6,4853
4472,茁,zhuó,"to sprout, flourish; sprouts appearing above-ground; vigorous",艸,140.5,8,6,1012
4473,馑,jǐn,time of famine or crop failure,食,184.11,14,6,5777
4474,妫,guī,family name,女,38.4,7,6,3812
4475,骧,xiāng,gallop about with head uplifted,馬,187.17,20,6,6447
4476,苷,gān,licorice,艸,140.5,8,6,3854
4477,擢,zhuó,"pull up, draw up; select",手,64.14,17,6,6204
4478,峋,xún,ranges of hills stretching on beyond another irregular peaks,山,46.6,9,6,4236
4479,袂,mèi,sleeves,衣,145.4,9,6,4363
4480,懑,mèn,"be sick at heart, sorrowful, sad",心,61.13,17,6,6292
4481,蓑,suō,"rain coat made of straw, coir, etc.",艸,140.1,13,6,5381
4482,與,yǔ,"and; with; to; for; give, grant",臼,134.8,13,6,10016
4483,涞,lái,river in Hebei province; creek,水,85.7,10,6,4646
4484,祉,zhǐ,"happiness, blessings, good luck",示,113.4,8,6,4049
4485,踹,chuài,"trample, tread on, kick; to crush",足,157.9,16,6,6092
4486,掇,duō,"collect, gather up, pick up",手,64.8,11,6,4743
4487,沏,qī,infuse,水,85.4,7,6,3771
4488,诳,kuáng,"deceive, lie, delude, cheat",言,149.7,9,6,4372
4489,噫,yī,belch; alas,口,30.13,16,6,6106
4490,饽,bō,ferrule,食,184.7,10,6,4609
4491,饪,rèn,cooked food; cook until well done,食,184.4,7,6,3752
4492,绺,liǔ,"skein; tuft, lock; wrinkle",糸,120.8,11,6,5036
4493,谘,zī,"consult, confer; communicate in",言,149.9,11,6,10017
4494,飧,sūn,"evening meal, supper; cooked food",食,184.3,12,6,5247
4495,迳,jìng,"pass by, approach; direct",辵,162.5,8,6,6745
4496,铡,zhá,sickle for cutting grass or hay,金,167.6,11,6,4871
4497,枞,cōng,fir tree,木,75.4,8,6,3881
4498,熨,yùn,"iron, press",火,86.11,15,6,6015
4499,鋈,wù,silver plating,金,167.7,15,6,6002
4500,荭,hóng,herb,艸,140.6,9,6,6796
4501,赊,shē,"buy and sell on credit, distant",貝,154.7,11,6,4864
4502,俦,chóu,"companion, mate, colleague",人,9.7,9,6,4256
4503,戛,jiá,lance; tap or strike lightly,戈,62.7,11,6,4788
4504,湎,miǎn,"flushed with drink, drunk",水,85.9,12,6,5280
4505,幺,yāo,"one; tiny, small",幺,52,3,6,3507
4506,凇,sōng,dewdrop; icicle,冫,15.8,10,6,4610
4507,芪,qí,celery,艸,140.4,7,6,3672
4508,觯,zhì,wine goblet made from horn,角,148.8,15,6,5977
4509,龌,wò,"narrow, small; dirty",齒,211.9,17,6,6221
4510,挞,tà,"flog, whip; chastise",手,64.6,9,6,4097
4511,嬴,yíng,to win; to have a surplus; surname,女,38.14,16,6,6164
4512,苻,fú,kind of herb; type of grass,艸,140.5,8,6,3864
4513,嘁,qī,to be grieved; ashamed; used to imitate sounds,口,30.11,14,6,5698
4514,鞯,jiān,saddle blanket,革,177.9,18,6,6315
4515,肽,tài,a chemical compound,肉,130.4,8,6,3979
4516,恸,tòng,"sadness, grief; mourn; be moved",心,61.6,9,6,4349
4517,迨,dài,"until, when; seize, arrest",辵,162.5,8,6,4073
4518,钰,yù,rare treasure,金,167.5,10,6,4527
4519,儆,jǐng,warn; warning,人,9.13,14,6,5756
4520,觎,yú,"desire strongly, covet, long for",見,147.9,13,6,5511
4521,讫,qì,"finish; conclude, stop; exhaust",言,149.3,5,6,3557
4522,滓,zǐ,"sediment, lees, dregs",水,85.1,13,6,5585
4523,僮,tóng,"page, boy servant",人,9.12,14,6,5760
